2.3783,2.9214,1.8509,2.4315,2.4051,2.6677,2.4618,2.2518,2.4416,2.8522
1.9447,2.5301,2.0205,1.4316,1.8338,2.3738,1.8887,1.301,2.2434,1.301
1.6513,2.0123,1.5836,1.8051,2.051,1.7468,1.8948,1.5731,1.8643,2.1631
1.8079,1.7275,1.3613,1.4797,1.8011,1.8107,1.4738,1.4918,1.3505,1.5105
1.301,1.301,1.301,1.301,1.6695,1.301,1.301,1.301,1.4244,1.301
1.9021,2.8512,3.0131,2.4772,2.0473,2.1837,2.6446,1.8042,1.517,2.491
1.5667,2.0454,1.646,1.345,1.6209,1.7047,1.3511,1.508,1.3409,1.6675
1.7278,2.161,1.6933,1.9057,2.2592,2.5015,1.9146,2.04,1.5112,2.1662
1.8385,2.3071,2.0498,2.0928,2.2364,2.2975,1.9648,1.6686,1.7619,2.2139
1.4413,1.6332,1.4432,2.125,1.7278,1.5533,1.3374,1.353,1.3599,1.4569
1.7865,2.2077,1.6563,1.5701,1.8905,1.9975,1.6284,1.6425,2.0199,1.5455
1.351,1.301,1.301,1.301,1.74,1.301,1.301,1.301,1.961,1.8373
1.4746,1.7392,1.3732,1.6836,2.1277,2.098,1.7898,1.4144,1.6728,2.0311
2.0042,2.2107,1.818,2.0563,2.1615,2.3079,2.0949,2.1036,1.8501,2.3268
1.9378,1.9861,1.9728,1.8029,2.1984,2.3216,1.9735,2.0572,1.6922,2.1799
1.301,1.301,1.301,1.301,1.3722,1.7076,1.3303,1.7978,1.301,1.3202
1.5884,2.0019,1.6838,1.5455,1.499,2.0264,1.6278,1.8032,1.301,1.8198
1.7622,2.2142,1.6563,1.6611,1.8769,1.9891,1.6555,1.8135,1.8528,1.8692
1.9618,2.1639,1.5639,2.1239,2.3358,2.2764,2.2243,1.9338,2.1113,2.1125
2.5017,2.6886,1.9781,2.109,2.4263,2.4475,2.3445,2.165,2.6728,2.8241
1.7192,2.0884,1.3732,1.9045,2.1046,2.1904,2.2565,1.5933,1.8516,2.3234
1.5658,1.579,1.301,1.301,1.9801,1.4983,1.301,1.3036,1.426,1.301
2.426,2.4757,1.9654,1.86,2.5234,2.3916,2.0771,2.2078,2.2356,2.4113
1.4264,1.301,1.707,1.301,1.8557,2.1564,1.7701,1.9569,1.301,1.8185
1.8142,1.6725,1.5954,1.7026,1.3385,2.0345,1.7202,1.7642,1.301,2.0529
2.5087,2.7727,2.1713,2.3856,2.345,2.5739,2.4503,2.228,2.0709,2.4636
1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301
1.971,1.9559,1.5005,2.1232,2.3292,2.1133,1.7873,1.6774,2.2152,1.9763
2.7575,3.1091,2.5911,2.683,2.8863,2.825,2.766,2.4323,2.8785,2.7205
2.2616,2.6935,2.0103,2.2027,2.5138,2.7138,2.3965,2.3331,2.419,2.531
1.6517,2.1687,1.6408,1.6406,1.8976,1.8808,1.301,1.7845,1.6093,1.9909
1.6376,1.8991,1.3613,1.301,1.7024,1.8255,1.3804,1.5336,1.3341,1.6424
2.4859,2.8397,2.6266,2.4739,2.6302,2.7515,2.7503,2.711,2.2481,2.6952
2.4956,2.42,2.3122,2.3314,2.7176,2.6022,2.2446,2.3363,2.4906,2.537
2.7181,2.7618,2.6918,2.5197,2.971,2.9261,2.5724,2.5623,2.6491,2.7073
1.714,1.8038,1.4348,1.9213,1.9717,2.2558,1.8316,1.8823,1.8122,2.0103
1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301
1.9224,2.2696,1.5162,1.8577,2.1707,2.1714,1.9449,1.9194,1.9969,2.3029
1.5365,1.442,1.301,1.301,1.8989,1.8219,1.3339,1.4837,1.5046,1.8722
1.9549,1.301,1.9225,1.6002,1.301,2.1695,1.3655,2.0391,1.301,2.1157
2.5043,2.5309,1.9285,2.4933,2.7733,2.6751,2.5385,2.4398,2.5285,2.6245
1.301,1.9795,1.301,1.5149,1.7961,1.8903,1.5498,1.301,1.7975,1.301
1.301,1.3608,1.301,1.301,1.597,1.5134,1.301,1.301,1.301,1.4647
1.4401,1.9,1.3193,1.301,1.3838,1.301,1.301,1.5984,1.5659,1.301
2.1592,2.4671,2.2408,1.9938,2.3235,2.4925,2.0154,2.1901,2.0079,2.3744
1.7584,2.0579,1.3512,1.6466,1.886,1.8461,1.6071,1.6289,1.6415,1.7951
1.9801,2.3988,1.5162,1.9253,2.1689,2.0318,1.9028,1.8173,1.9204,2.0652
2.4943,2.8371,2.4981,2.3654,2.703,2.7973,2.4886,2.4207,2.4702,2.6119
1.619,1.301,1.6923,1.301,1.301,1.301,1.4099,1.301,1.301,1.301
1.5565,1.8328,1.5063,1.6626,1.859,1.8915,1.6898,1.4084,1.6728,1.914
2.2937,2.6982,1.8656,2.2519,2.4374,2.5894,2.4391,2.1874,2.2223,2.4349
1.8069,2.0855,1.4398,2.196,1.7239,1.8016,2.0393,1.5151,1.3947,2.1485
1.557,2.1639,1.4843,1.5708,1.5772,2.0014,1.4721,1.71,1.5427,2.0041
1.6125,1.8027,1.5966,1.301,1.7153,1.3418,1.5088,1.302,1.6953,1.5216
1.5625,2.0826,1.512,1.7941,2.093,2.1485,1.9483,1.5544,1.9021,2.0424
1.301,1.9157,1.4888,1.301,1.301,1.301,1.301,1.301,1.5052,1.3047
2.2367,2.4769,2.16,1.9021,2.4413,2.625,2.1099,2.3258,2.2659,2.3249
1.4065,1.952,1.301,1.6482,1.8038,1.693,1.7684,1.5127,1.617,1.7207
1.3167,2.0567,1.7061,1.301,1.3464,1.8398,1.301,1.301,1.4979,1.7987
2.5105,2.8989,2.2015,2.5232,2.6824,2.7828,2.5078,2.4327,2.6265,2.6252
1.6054,1.3819,1.301,1.301,1.5236,1.7235,1.301,1.3692,1.301,1.765
1.5707,2.0707,1.345,1.4821,1.8851,1.9292,1.3959,1.5976,1.8073,1.7603
1.9818,2.1087,2.0456,1.9316,2.4067,2.2452,2.0095,1.9627,2.1972,2.3497
1.7881,1.7798,1.9455,1.8633,1.7669,2.1468,1.5383,1.9566,1.8908,1.8066
1.7447,1.8541,1.4578,1.9003,1.8518,2.0465,1.9721,1.4703,1.5335,2.013
2.0193,2.1446,1.7524,2.1148,2.212,2.34,1.9385,1.7807,1.9795,2.361
3.3552,3.5161,3.3503,3.2753,3.6241,3.4748,3.2792,3.2643,3.3337,3.559
1.7368,2.1042,1.7644,1.6806,1.8806,2.1384,1.6762,1.8716,1.6953,1.8734
2.0888,2.1136,1.7905,2.0451,2.5287,2.5125,2.0352,2.2379,2.1839,2.3861
1.716,1.9667,1.4736,1.6197,1.8998,1.7993,1.431,1.5263,1.301,1.9867
1.6893,2.2265,1.301,1.7488,1.5726,2.0695,1.9598,1.9213,1.6302,1.5582
1.9564,2.2426,1.7115,2.1878,2.1818,2.3493,2.1211,2.0442,2.1701,2.392
2.2867,2.6493,2.0205,2.3447,2.3187,2.5805,2.401,2.2575,2.0816,2.4253
2.1261,2.2951,1.8964,2.2017,2.304,2.3244,2.16,2.1267,2.0311,2.2995
2.1847,2.3986,1.7905,2.4975,2.3741,2.4662,2.4146,2.1662,2.0986,2.5254
1.8443,2.1163,1.5499,1.9712,2.348,2.1395,2.2571,1.9932,2.0576,2.4304
2.0191,2.3765,1.4674,1.8465,2.1489,2.2224,1.9207,2.0106,2.0907,2.1495
2.8476,3.2482,2.808,3.056,3.1558,3.3203,3.0301,2.9247,2.9266,3.03
1.9649,2.2129,1.3633,2.167,1.8681,2.153,1.8071,1.8939,1.7601,2.1062
1.3192,1.301,1.301,1.301,1.301,1.301,1.6735,1.301,1.301,1.301
2.4127,3.1579,2.5137,2.8026,2.9331,3.0771,2.806,2.7992,2.8567,2.9569
1.9019,1.5126,1.4158,1.8229,1.8493,2.1454,1.5353,1.836,1.8772,1.7696
1.8627,1.7392,1.4594,1.4592,1.6217,2.1345,1.301,1.7378,1.6974,1.8087
1.6029,1.4184,1.4314,1.301,2.3958,1.301,1.301,1.539,2.2137,1.6012
1.5676,2.0272,1.3237,1.301,1.714,1.4457,1.301,1.6807,1.5727,1.301
1.5345,1.858,1.4797,1.3642,1.8183,1.855,1.483,1.5681,1.5209,1.8478
1.4998,2.0622,1.301,1.301,1.5277,2.1084,2.1595,1.9873,1.3409,1.5531
2.4176,3.2428,2.7663,3.1217,2.9661,3.5681,2.6542,2.6393,3.058,2.9247
1.4987,1.6829,1.6752,1.6595,1.8552,1.9298,1.6783,1.5175,1.6292,1.832
1.391,1.599,1.4331,1.301,1.5468,1.6046,1.301,1.3224,1.4951,1.6113
1.6137,2.221,1.5739,2.018,2.0173,2.0874,1.8948,1.6336,1.8992,1.9709
1.5504,1.7902,1.519,1.506,1.5604,2.2121,1.71,1.5108,1.5612,1.6743
1.5863,1.4994,1.3828,1.5193,1.7469,1.9188,1.4421,1.7353,1.301,1.7284
2.3092,2.0665,1.6024,2.1295,2.5489,2.4176,2.2746,2.0502,2.3248,2.3653
2.8249,2.6425,2.8106,2.6222,3.1245,3.1065,2.722,2.8261,2.6606,3.0952
3.0766,3.3569,3.2453,3.0044,3.2676,3.3949,3.0588,3.0644,3.0405,3.3062
1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301
1.7399,1.3877,1.301,1.9193,2.0448,1.738,1.757,1.3433,1.7724,1.8783
1.6714,2.1754,1.301,1.859,1.8146,2.2446,2.1987,1.9436,1.3457,1.6157
1.779,2.1921,1.4594,1.8236,1.9469,1.9607,1.8233,1.7943,1.9573,1.9853
1.5616,1.312,1.301,1.9009,1.7193,1.717,2.0386,1.8666,1.301,1.3393
1.9019,2.234,1.8045,1.9436,2.1843,2.0691,1.9149,1.8104,1.8596,2.2324
1.3077,1.818,1.301,1.4396,1.4599,1.9896,1.301,1.301,1.301,1.4047
1.8545,2.0396,2.0571,1.7277,2.2542,2.1327,1.9604,1.8522,1.985,1.8617
2.4428,2.6563,2.3458,2.3508,2.513,2.953,2.6052,2.526,2.5141,2.7542
2.128,2.4441,1.9584,2.5319,2.2291,2.6878,2.4572,2.4562,1.9134,2.668
2.3376,1.9659,1.7425,2.672,1.6176,2.8333,2.4608,2.6063,1.6515,2.9127
1.9701,2.0517,1.6923,1.841,2.2348,2.1601,1.9895,1.9941,2.0313,2.1185
1.956,2.093,1.5218,1.7886,2.3248,2.2759,1.9264,1.9557,2.1656,2.0921
1.535,1.7327,1.6683,1.5265,1.8503,1.7132,1.732,1.3209,1.5266,1.784
1.9006,1.6973,1.3712,1.591,1.8434,2.0854,1.7109,1.6418,1.5659,1.8226
1.9705,2.3262,1.858,1.897,2.241,2.1129,1.8278,1.9354,1.9108,2.153
2.6279,2.9109,2.4648,2.3365,2.9132,2.8735,2.6044,2.452,2.5648,2.7253
2.6678,3.1759,2.7371,2.6719,2.7449,3.0607,2.7173,2.5721,2.7744,2.8684
1.8545,2.1571,1.4947,1.3653,1.6521,2.3387,1.7264,2.2372,1.4048,1.7719
1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301
1.301,1.7715,1.301,1.3816,1.5204,1.4905,1.6934,1.301,1.3964,1.301
1.4521,2.0005,1.6942,1.4396,1.7278,1.7597,1.405,1.5587,1.5247,1.7803
1.796,1.8038,1.301,2.0575,2.1603,2.3573,2.001,1.8788,2.0653,2.1367
2.2917,2.6102,2.0373,2.4129,2.691,2.786,2.1629,2.4461,2.5171,2.6152
1.8087,1.839,1.3215,1.8051,1.9691,1.936,1.6783,1.7848,1.7597,2.0273
1.9353,2.0185,1.3366,1.9193,1.9406,2.296,1.8429,1.7258,1.6782,1.8716
1.301,1.301,1.301,1.853,1.301,1.301,2.3773,1.301,1.301,1.301
1.9735,2.1536,1.4481,2.071,2.1818,2.4662,2.3876,2.0272,1.9408,2.3049
1.8404,1.9613,1.301,1.8097,1.5782,1.7123,1.3315,2.1413,1.318,2.0489
2.4063,2.3022,2.0919,1.9155,2.177,2.5967,1.8874,2.3593,2.3601,2.3313
1.6799,1.7327,1.301,1.6499,1.8508,2.0801,1.7752,1.4842,1.5215,1.8413
1.837,2.1777,1.6752,2.0075,2.3165,2.2413,1.8393,1.6791,2.1956,2.1087
1.6262,2.0428,1.9074,1.9471,2.2289,2.3002,1.8554,1.7898,1.676,2.1407
1.8079,1.9559,1.4843,1.8676,2.0153,1.9332,1.905,1.6845,1.8122,1.8432
1.6468,2.0872,1.7746,2.2314,2.1795,2.4061,2.0908,1.841,2.1367,1.909
1.6696,1.914,1.5872,1.4683,1.8087,1.9315,1.5196,1.5323,1.5138,1.8452
1.7243,1.4075,1.301,1.3134,1.9608,1.7114,1.3465,1.6629,1.8573,1.3902
1.4939,2.1893,1.301,2.0394,1.965,1.9093,1.5781,1.3461,1.7211,1.7475
1.301,1.301,1.301,2.1201,1.301,2.3888,1.6127,1.7837,2.3871,1.301
1.973,2.1943,1.4228,1.6255,1.8949,2.1872,1.7422,1.7094,1.7739,2.0676
1.6965,2.3036,1.5689,1.6488,1.8595,1.8915,1.6846,1.7822,1.4455,1.9062
1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301
1.5466,1.9132,1.519,1.301,1.6372,1.6549,1.301,1.3012,1.4188,1.502
1.7072,2.0616,1.9051,1.5358,1.9646,1.8454,1.5624,1.7272,1.7104,1.9398
1.9871,1.8071,1.5824,1.6689,1.8643,2.1244,1.6096,1.7642,1.7071,2.1766
2.1495,2.4168,1.7375,2.0164,2.43,2.5721,2.2104,2.1481,2.0344,2.2284
1.4156,1.4369,1.301,1.7213,1.8914,1.5861,1.6877,1.301,1.4583,1.5989
1.7029,1.9926,1.301,2.1341,1.9261,2.1258,1.9062,1.4597,1.9061,1.9621
1.3869,1.763,1.4705,1.301,1.5225,1.7705,1.3655,1.4054,1.358,1.301
1.4467,2.0318,1.301,1.301,2.1772,1.301,1.9565,1.301,2.2328,1.851
1.7901,1.8254,1.301,1.6098,2.1285,1.9774,1.6447,1.6516,1.7202,1.7483
1.3693,1.9464,1.301,1.6993,1.8874,1.6034,1.4582,1.4319,1.8519,1.6894
1.4071,1.5733,1.301,1.7299,1.957,1.6665,1.301,1.301,1.9663,1.3536
1.5019,1.7544,1.301,1.301,1.6583,1.3549,1.301,1.6361,1.301,1.301
2.9059,3.1452,2.5203,3.0962,3.2531,3.3392,3.029,2.9654,2.8981,3.2117
1.301,1.301,1.4211,1.301,1.301,1.301,1.301,1.301,1.301,1.301
1.966,2.0238,1.4562,2.3037,2.3897,2.3394,2.2489,1.9176,2.2021,2.3917
1.7575,2.0975,1.9614,1.6915,2.0441,2.1003,1.7353,1.6588,1.6642,2.0525
1.779,1.7786,1.4991,1.301,1.6242,1.8167,1.301,1.8185,1.8241,1.8087
1.3985,2.0265,1.4069,1.3875,1.8561,1.3939,1.301,1.5132,1.605,1.9439
1.7346,1.8531,1.301,1.301,1.6856,1.7835,1.4206,1.4477,1.5285,1.7013
2.2623,2.2546,1.9344,2.9254,2.6244,2.5747,1.753,1.9542,2.3393,2.4378
1.6841,1.9559,1.301,1.7975,1.7193,1.8678,1.5375,1.5553,1.8063,1.8314
1.8927,2.4693,1.7868,1.771,2.2049,2.2198,1.9081,1.9669,2.1705,2.2688
1.4835,1.843,1.5512,1.3954,1.7291,1.6118,1.4128,1.5277,1.4642,1.6931
1.3786,1.8809,1.7613,1.301,1.5517,1.7056,1.301,1.3333,1.3989,1.7301
1.9002,1.7655,1.5354,1.7428,1.6703,1.9405,1.8356,1.6164,1.8171,1.9392
1.301,1.7366,1.301,1.301,1.301,1.4017,1.301,1.301,1.301,1.301
1.301,1.9773,1.301,1.301,1.4706,1.301,1.4896,1.301,1.301,1.301
1.4885,1.5104,1.3036,1.301,2.0724,1.5936,1.301,1.301,1.5992,1.4029
2.1441,2.3807,1.5942,2.09,1.9754,2.399,2.1691,2.4931,1.6701,1.832
2.026,2.1763,1.4546,2.2623,2.3381,2.2876,2.0018,2.0658,2.0313,2.3928
2.0084,2.496,1.6713,1.8141,2.3299,2.4063,1.9954,2.082,1.9997,2.2313
1.5893,2.0298,1.301,1.301,1.3648,1.3779,1.301,1.5146,1.7841,1.5202
1.301,1.5972,1.4448,1.301,1.7092,1.7047,1.5294,1.3433,1.604,1.8573
1.6886,1.8725,1.6035,1.5386,1.7615,1.9422,1.7777,1.9509,1.4523,1.8267
1.301,1.6814,1.301,1.301,1.3089,1.301,1.5527,1.301,1.5427,1.301
1.9092,2.2997,1.6543,2.3409,1.9866,2.4201,2.6695,2.101,2.2315,2.3136
1.6682,1.7751,1.301,1.5861,1.9623,1.6979,1.4591,1.3447,1.6609,1.5188
1.301,1.301,1.301,1.301,1.301,1.5451,1.4721,1.301,1.301,1.301
1.3419,1.88,1.301,1.9477,1.7774,1.7008,1.6083,1.301,1.301,1.9541
2,2.3771,1.9985,2.0799,2.4071,2.3933,1.8051,2.153,1.9804,2.0862
1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301
2.3263,2.6987,2.3102,2.4432,2.6366,2.6537,2.4017,2.2998,2.2026,2.4731
1.9131,2.161,1.6471,1.3826,1.5566,2.0254,1.667,2.1116,1.379,1.5932
1.7799,2.2181,1.301,1.301,1.7911,1.7571,1.301,1.9252,1.7113,1.301
1.6876,2.1003,1.5368,1.301,1.8261,2.0023,1.4888,1.6322,1.5676,1.7758
1.7703,2.1711,1.7548,1.8322,2.0346,2.1744,1.7287,1.7631,1.7724,2.1665
1.301,1.5255,1.301,1.301,1.301,1.9586,1.301,1.301,1.301,1.9556
1.6092,2.0713,1.7273,1.5351,1.8162,1.894,1.6027,1.5893,1.5927,1.9034
2.0966,2.3765,1.786,1.7268,1.9131,2.5045,1.8757,2.2585,2.1081,2.0601
1.324,1.5039,1.5005,1.301,1.301,2.1625,1.3147,1.4714,1.301,1.7442
2.8694,3.0635,3.0335,2.844,3.1192,3.144,2.9738,2.7186,2.8812,3.0407
1.301,1.301,1.301,1.301,1.4034,1.301,1.301,1.301,1.5739,1.5216
1.4169,1.9234,1.301,1.4125,1.4034,1.6591,1.301,1.4771,1.5112,1.7892
1.5945,2.0212,1.5273,1.4474,1.8518,2.0052,1.4412,1.5557,1.5151,1.486
2.6956,3.1792,2.7323,2.4918,3.0252,2.9438,2.5913,2.6418,2.8366,2.884
1.9491,1.9832,1.5602,1.9242,2.0916,1.7371,2.1237,1.7837,1.9473,2.1284
2.2206,2.5355,2.0062,2.2507,2.4593,2.2393,2.4601,2.1699,2.3445,2.5718
1.3569,1.3188,1.301,1.301,1.301,2.2968,1.301,1.464,1.301,1.301
1.3679,1.7494,1.5246,1.301,1.5194,1.301,1.301,1.3625,1.301,1.301
2.2837,2.1233,2.076,1.9296,2.523,2.6286,2.1217,2.2474,2.3242,2.4255
2.3729,2.5856,2.1957,2.3058,2.5353,2.5682,2.1795,2.5135,2.504,2.6107
1.6294,1.301,1.4674,1.7268,2.0485,1.301,1.301,1.301,1.4057,1.6124
1.8765,1.7099,1.4314,1.6589,2.1065,1.8934,1.5713,1.5917,1.7626,1.8497
2.0363,2.2015,1.7723,2.273,2.0321,2.2404,2.1232,1.8428,1.9196,2.2222
1.301,1.7655,1.301,1.6866,1.8323,2.1363,1.5188,1.4399,1.301,1.6308
1.9228,1.8126,1.6644,1.301,1.7232,2.2515,1.3499,1.8068,1.3691,2.1122
1.9917,1.301,1.4626,1.301,1.7265,2.5477,1.3719,1.9881,1.5773,2.2398
1.301,1.301,1.301,2.1306,1.301,1.301,1.4329,1.301,1.301,1.6382
2.6708,2.7605,2.5063,2.7233,3.0386,2.8,2.66,2.6527,2.8376,2.8254
2.086,2.1852,1.6988,2.2268,2.3584,2.6051,2.0045,2.1324,2.3594,2.4438
1.7262,1.9667,1.301,1.6373,1.823,2.056,1.7035,1.8378,1.6605,1.8094
1.7002,2.0144,1.9125,1.3064,2.2528,1.4457,1.5249,1.301,1.536,2.1552
1.5743,1.8038,1.7597,1.3673,1.8923,1.7546,2.4295,2.3479,1.4612,1.7626
1.9131,1.9399,1.646,1.5766,2.1005,2.1426,1.9559,1.9037,1.4417,1.8698
1.3621,1.5338,1.301,1.301,1.301,1.688,1.5331,1.301,1.6124,1.301
1.5035,2.1087,1.301,1.301,1.5987,1.8638,1.301,1.301,1.4707,1.301
1.4644,1.8937,1.3471,1.325,1.7285,1.7787,1.9645,1.5444,1.4904,2.0407
1.6992,1.5882,1.3059,1.4387,1.348,1.8884,1.5693,1.6171,1.4139,1.6903
1.7065,1.8223,1.3408,1.6356,1.8114,1.9338,1.5441,1.5566,1.5693,1.6655
2.9075,2.8584,2.3763,2.7284,3.2152,2.89,2.6905,2.8436,2.9397,3.096
1.301,1.301,1.301,1.5563,1.301,1.301,1.301,1.301,1.301,1.7765
1.7561,1.8946,1.5576,1.6678,1.9562,1.9774,1.405,1.6813,1.8026,1.9526
1.6921,2.1174,1.735,1.6983,1.8173,1.5479,1.6378,1.7721,1.3718,1.5582
1.301,2.3109,1.301,2.6838,2.3135,2.8066,2.9306,1.7946,1.301,1.7434
2.1231,2.3302,1.923,2.1748,2.4546,2.4665,1.9906,2.1468,2.2736,2.3223
1.5593,1.474,1.6838,1.5045,1.7657,1.7875,1.301,1.7,1.301,1.7013
1.6921,2.1354,1.519,1.7088,1.9501,1.9063,1.4511,1.7313,1.6415,1.8458
1.301,1.579,1.301,1.3028,1.3464,1.3527,1.301,1.4365,1.301,1.6526
1.6598,2.3061,1.6663,1.9977,2.129,2.2531,1.9201,1.8751,2.0168,2.1612
2.2707,2.5267,2.194,2.2443,2.4047,2.536,2.343,2.1149,2.1178,2.5654
1.9046,2.0855,1.6663,1.301,1.5987,2.0598,1.3454,1.6778,1.7897,1.7892
1.9017,1.7606,1.301,1.301,1.4776,1.9505,1.301,1.608,1.7714,1.6276
1.7495,2.1243,1.5739,1.7998,1.7687,2.0645,1.6194,1.6915,1.5834,1.8673
1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,2.1426
2.3986,2.734,2.0567,2.4114,2.7236,2.8917,2.6327,2.6018,2.4248,2.7655
1.8514,1.8901,1.3059,1.5083,2.1196,2.0695,1.373,1.6959,1.8283,1.8988
1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301
1.6917,1.8461,1.301,1.4439,1.8017,1.7546,1.3374,1.3419,1.5801,1.8432
2.3061,2.66,2.1517,2.2366,2.542,2.5829,2.2219,2.292,2.3845,2.4814
1.7895,1.9123,1.301,1.301,1.6412,2.0603,1.3499,1.873,1.301,1.7368
2.1415,2.102,1.301,1.6373,1.7099,1.9217,2.2537,1.9153,1.8916,2.4361
1.4879,1.8638,1.301,1.7735,2.4643,1.9105,1.6939,1.829,1.4378,1.8592
1.301,2.159,1.301,2.5663,1.3795,1.9075,2.6463,1.301,1.301,1.7689
1.5418,1.9758,1.5034,1.3836,1.6849,1.8334,1.6919,1.5194,1.6549,1.6714
1.5256,2.1777,1.301,1.7254,1.7024,1.7037,1.6157,1.5731,1.7477,1.8795
1.7683,1.5827,1.4578,1.9568,2.3059,1.4169,1.9084,1.5813,1.9191,2.0979
1.5694,1.301,1.301,2.0605,2.4739,1.301,2.0274,1.301,1.8718,2.4671
1.7438,2.3605,1.301,1.9018,1.6552,1.4998,1.3061,1.301,1.301,1.7292
1.5575,2.1201,1.6673,1.8725,2.224,2.1922,2.0363,1.6794,1.7042,2.1069
1.8652,1.9175,1.6693,1.912,2.0851,2.0624,1.9648,1.6343,1.7739,1.8136
1.6838,1.9912,1.301,1.9477,2.0407,1.8327,1.6033,1.4072,1.6144,1.8895
1.646,1.7798,1.301,1.7069,1.7419,1.9876,1.301,1.5885,1.4363,1.7351
2.3348,2.7736,2.3084,2.2554,2.5062,2.5804,2.1966,2.1969,2.2632,2.4476
1.5061,1.9472,1.3512,1.301,2.0528,1.301,1.3741,1.301,1.7834,1.301
1.8875,1.8004,1.3366,1.301,1.5527,1.8152,1.4158,1.6615,1.5391,1.7292
1.301,1.301,1.301,1.7107,2.1359,1.301,1.301,1.301,1.4147,2.1436
1.6561,1.6858,1.301,1.4115,1.859,1.9559,1.597,1.5046,1.301,1.6179
1.7771,1.9735,1.5204,1.7763,2.1496,2.0603,1.4375,1.7559,1.8184,2.0687
1.4632,1.989,1.4481,1.301,1.6798,1.6022,1.6052,1.301,1.318,2.2142
1.6992,1.9644,1.5499,1.6249,1.9454,1.9326,1.6735,1.7139,1.7259,1.9521
1.7911,2.0659,1.5966,1.8988,1.9318,1.9537,1.9091,1.6179,1.5039,1.858
1.7663,1.6397,1.3613,1.7353,1.8941,2.072,1.6566,1.7468,1.7215,1.8716
2.0307,2.6267,1.865,2.2309,2.0837,2.3834,2.2422,2.1898,2.1445,2.2442
1.7365,2.299,1.6512,2.1168,2.201,1.8564,1.7264,1.7148,1.8718,2.1714
1.8942,1.7001,1.5049,1.8413,2.0556,1.9639,1.8774,1.7835,1.9165,2.1891
1.9596,2.2176,1.7043,1.9375,2.3292,2.103,1.9783,2.0142,2.2305,2.2861
1.8923,2.2842,1.9757,1.9054,2.1775,2.1395,2.0432,1.8478,1.9186,2.2302
1.5375,1.9969,1.301,1.301,1.8236,1.7938,1.4838,1.301,1.6206,1.301
1.9202,1.8461,1.301,1.6389,1.9306,1.9505,1.8784,1.7504,2.0265,1.9506
1.5236,1.7353,1.301,1.301,1.6482,1.5533,1.301,1.301,1.3571,1.5077
1.8256,1.9512,1.8242,1.6488,2.0562,2.1704,1.5361,1.5022,1.7972,1.9184
1.3584,1.3322,1.301,1.6232,1.7058,1.8001,1.6355,1.5949,1.4575,1.6516
